AÑO,TRIMESTRE,PROVEEDOR,INGRESOS
2021,4,SISTEMAS Y TELECOMUNICACIONES DEL CARIBE S.A.S,331325207
2022,1,ASOCIACION SAMANIEGUENSE DE TELEVISION POR CABLE ASOTVCABLE,51014000
2022,1,EGA COMUNICACIONES S.A.S.,13531620
2022,1,WANBRIDGE SAS,166263528
2022,1,IRP - ONE S.A.S,87450956
2022,1,HIGHTECH INGENIERIA Y TRANSPORTE,87147353
2022,1,ANDYNET COMUNICACIONES SAS,24279854
2022,1,MANAR.NET S.A.S.,15584506
2022,1,RIONEGRO TELECOMUNICACIONES S.A.S.,25847733
2022,1,UNICABLE H.D. SAS,250612532
2022,1,SKYNET DE COLOMBIA S.A.S. E.S.P,1244566095
2022,1,FC COMUNICACIONES S.A.S,111014550
2022,1,CONECTA COMUNICACIONES SAS,97609951
2022,1,INTERTV INTERNET Y TELEVISION POR CABLE S.A.S,1530000
2022,1,TELECOMUNICACIONES ARGENTINA SAS,31694867
2022,1,GLOBAL VISION TELECOMUNICACIONES S.A.S.,53886000
2020,3,UNICOM S.A.S.,9931316
2022,1,CONECTATE COMUNICACIONES DEL PACIFICO S.A.S,19089063
2022,1,WIFIMAX NETWORK S.A.S,83662226
2022,1,ASOCIACION DE COPROPIETARIOS DEL SISTEMA DE TELECOMUNICACIONES VILLAPINZON,14340300
2022,1,TOKIO DEL PACIFICO S.A.S,16264946
2022,1,CABLE YUMA SAS,130752000
2022,1,FIBERLINKNETWORKS S.A.S,334768130
2022,1,HUGHES DE COLOMBIA S.A.S.,21089609697
2022,1,COMUNICACION CELULAR S A COMCEL S A,429309611791
2022,1,INTERMAX TELECOMUNICACIONES S.A.S,98601000
2022,1,IPCOM SISTEMAS S.A.S,58731710
2022,1,BYC TECNOLOGIA Y SERVICIOS SAS,56113000
2022,1,CENTURYLINK COLOMBIA S.A.,19337723958
2022,1,JASZ COMUNICACIONES TECNOLOGICAS E INTERACTIVAS E U,66704548
2022,1,ASOCIACION COMUNITARIA PARABOLICA GRANADA,180215830
2022,1,FIBER NET COMUNICACI�N SUPERIOR S.A.S,28440000
2022,1,REDES F.OPTICAS S.A.S.,310005518
2022,1,LINK GROUP TELECOMUNICACIONES S.A.S,209009812
2022,1,MOVETV S.A.S.,22040000
2022,1,REALTIC SOLUTION S.A.S.,41117117
2022,1,GRUPO BELCOM DE COLOMBIA S A S,49975126
2022,1,SITELINKS SAS,104819275
2022,1,MEDIA COMMERCE PARTNERS S.A.,14259574226
2022,1,SUPERFIBRAS COLOMBIA SAS,294484000
2022,1,718 TRADING CO SAS,26816129
2022,1,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,167139896
2022,1,WIRED S.A.S.,89766272
2022,1,WIRETEL S.A.S.,57999175
2022,1,POWERLINK SERVICES SAS,41821047
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,114992422826
2022,1,TELEWEBCOLOMBIA S. A. S.,112601323
2022,1,MV COMUNICACIONES DEL VALLE S.A.S,3436476
2022,1,ERT SA ESP,1553147487
2022,1,SUPER WOW COLOMBIA S.A.S.,423005246
2021,4,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,28332856
2022,1,CONNECT TELECOMUNICACIONES SAS,154655000
2022,1,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,71834730
2022,1,RASER TELECOMUNICACIONES S.A.S.,33375293
2022,1,IMPORIENTE SOLUCIONES GLOBALES S.A.S,122209277
2022,1,FW TELECOMUNICACIONES ZOMAC S.A.S,20098000
2022,1,GAME INC,88323866
2022,1,VALLE TELECOMUNICACIONES SAS,359771500
2022,1,CONEXXION WI-FI LTDA,91169414
2022,1,FORERO & CIA COMUNICACIONES S.A.S.,370637168
2022,1,ISP PROVEEDOR DE SERVICIOS DE INTERNET S.A.S,150795399
2020,3,SANFER SOLUCIONES S.A.S,40743067
2022,1,SPEED NET INTERNET AL ALCANCE DE TODOS S.A.S,4838000
2022,1,TELNET WIRELESS SAS,582718000
2022,1,AYSATEC TELECOMUNICACIONES S.A.S.,656605177
2022,1,TV MOJANA S.A.S,132210434
2022,1,COSMONET COMUNICACIONES COLOMBIA S.A.S.,74308500
2022,1,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,18862382
2022,1,WEBEX S.A.S,236230618
2022,1,SERVICIOS PROFESIONALES EN NETWORKING LIMITADA,98472794
2022,1,CISNEROS TELECOMUNICACIONES S.A.S,30612000
2022,1,AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS,874755119
2022,1,INTERLANS S.A.S.,632605620
2022,1,ALIANZA SERVICIOS TECNOLOGICOS SAS,41437000
2022,1,JECBSOLUTIONS SAS,42146000
2022,1,OSPINA COMUNICACIONES DE COLOMBIA S.A.S,32540000
2022,1,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,73724286
2022,1,INTERNORTE DIGITAL S.A.S.,44232000
2022,1,INTERCONECTY ISP S.A.S,17407000
2022,1,SANEST SAS,23928500
2022,1,WIRELESS COLOMBIA S.A.S.,467911006
2022,1,A&G MUNDO EN LINEA SAS,60004998
2022,1,CABLE EXITO SAS,1972097295
2022,1,GLOBAL DE SERVICIOS COMPANY S.A.S,4038200
2022,1,LEOWISP SAS,10640900
2022,1,TELECOMUNICACIONES FACILRED FJM S.A.S. ZOMAC,111527000
2022,1,MIKROTECK S.A.S.,50365301
2022,1,ASOCIACION CIVICA ANTENA PARABOLICA AGUADAS,118188921
2022,1,INTERMAX INTERNET INALAMBRICO S.A.S,25140000
2022,1,OPP TELECOMUNICACIONES S.A.S,976804
2022,1,TORNET COMUNICACIONES S.A.S,152208083
2022,1,WILQUAY COMUNICACIONES 1973 S.A.S,24690000
2022,4,ASOCIACION DE TELEVISION TELEBOYACA,153691500
2022,1,TELEDATA COLOMBIA S.A.S,15976200
2022,1,CONECTIC TELECOMUNICACIONES S.A.S,208068949
2022,1,COMPUSOLUCIONES Y TELECOMUNICACIONES C&H SAS,5436681
2022,1,GLOBALNET I.S.P. SAS,56288201
2022,1,TIERRANET S.A.S.,196855188
2022,1,DIGITVNET S.A.S,162500000
2022,1,LIBRE COMUNICACIONES SAS,471265796
2022,1,TECNOSERVICOM S.A.S.,193806937
2022,1,SANTELELLANO SAS,63623438
2022,1,CABLENETWORK COMUNICACIONES S.A.S.,65353458
2022,1,IPSEL S.A.S.,38491900
2022,1,INTERED COLOMBIA S.A.S,95394932
2022,1,SISTELME SAS,241813235
2022,1,CONEXION WISP S.A.S,27877300
2022,1,EUTA ZOMAC S.A.S,11622516
2022,1,BT COLOMBIA LTDA.,417688511
2022,1,CONECTATE CALI S.A.S,4640000
2022,1,FJC TELECOMUNICACIONES SAS,43311833
2022,1,SOLUCIONES DE TECNOLOGIA E INGENIERIA SAS,1599972392
2021,3,TOKIO DEL PACIFICO S.A.S,9210000
2022,1,NETWORK-TICS SAS,16500000
2022,1,URBAN COMUNICACIONES S.A.S,4360000
2022,1,DIAMOND SECURITY SYSTEMS S.A.S,33038894
2020,4,NETWORK DAT@LINK S.A.S.,166655000
2021,3,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,32506000
2022,1,VPN INGENIER�A EN TELECOMUNICACIONES S.A.S.,403966796
2022,1,CORPORACION DE COPROPIETARIOS DE LA SE�AL PARABOLICA DE ABEJORRAL COSPABE,63672833
2022,1,B GROUP INGENIERIA S.A.S,169684167
2022,1,WIFAO COLOMBIA S.A.S.,96270268
2022,1,MEGA TV C&J S.A.S,116317277
2022,1,RADIONET SOLUCIONES S.A.,87705827
2022,1,UHF COMUNICACIONES SAS,325497112
2022,1,T&T TECNOLOGIAS S.A.S ZOMAC,43279100
2022,1,ON-LINE INGENIERIA S.A.S,25665000
2022,1,GMARTEL SOLUCIONES INTEGRALES Y TELECOMUNICACIONES S.A.S,103384072
2022,1,CONNECTION TELECOMUNICACIONES ISP S.A.S,101907597
2022,1,NATIONAL INTERDATA S.A.S.,18279733
2022,1,K & L COMUNICACIONES HATO S.A.S,93384640
2022,1,CONECTATE A MI RED S.A.S.,1640000
2022,1,CABLE NET S.A.S.,54686047
2022,1,ISP FIBRA NET S.A.S.,18127731
2022,1,INTERLOOP S.A.S,39565546
2022,1,SERVIWISP S.A.S,6113444
2022,1,TUNORTETV TELECOMUNICACIONES S.A.S,486624000
2022,1,IDMARSYS SAS,8931345
2022,1,Osmio Telecomunicaciones S.A.S,298814235
2022,1,ASOCIACION DE COPROPIETARIOS DE TELEVISION COMUNITARIA DE LA UNION - VALLE UNITV,84861000
2022,1,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,81962300
2022,1,INFORMACION Y TECNOLOGIA S.A.,31618000
2022,4,SUN COMUNICACIONES S.A.S,189090000
2022,1,INTERGALAXIA SOCIEDAD POR ACCIONES SIMPLIFICADA,36802204
2022,1,CORPORACION DE TELECOMUNICACIONES MARIALABAJA,143813512
2022,1,FIBERNET PLUS S.A.S,38809999
2022,1,DEAN WISP SAS,101
2022,1,INTERMEGAMUNDO PARTNERS SAS,141818801
2022,1,CYDETEL TELECOMUNICACIONES SAS,81282000
2022,1,CLICK OPTICAL NETWORKS S.A.S,27590246
2022,1,MEG@NET TVCOMUNICACIONES S.A.S,116142500
2022,1,INVERSIONES Y COMUNICACIONES SATELITALES - INVERSAT S.A.S.,107991550
2022,1,INGENIERIA SOFTWARE & COMPUTADORES S.A.S,38319000
2022,1,REDES Y TELECOMUNICACIONES INGENIER�A SAS,70395601
2022,1,FX ONLINE S.A.S,12096858
2022,1,RURAL NET COMUNICACIONES S.A.S,45331806
2022,1,CABLE CAUCA COMUNICACIONES SA,767006901
2022,1,SERVICIOS DE CONECTIVIDAD S.A.S.,54006669
2022,1,STARNET.NET S.A.S.,234403450
2022,1,SERVICIOS INTEGRALES DE TELECOMUNICACIONES TURISMO ENERGIA Y CONSTRUCCION SERVIT,74274294
2022,1,REDES INTEGRALES DE TELECOMUNICACIONES AyG SAS,400219675
2022,1,SARDINATA NETWORKS SAS,27255011
2021,2,VALLE TELECOMUNICACIONES SAS,346640000
2022,1,CORPORACION CIVICA PROGRESAR,105907681
2022,1,OSEGUTV SAS,103190000
2022,1,MEGA FIBRA SAS,95838109
2022,1,HYH COMUNICACIONES S.A.S,14440900
2022,1,TELECOMUNICACIONES DEL SAN JORGE Y LA MOJANA SAS,177375644
2022,1,INVERSA S.A.S,304790889
2022,1,INGEMTEL S.A.S,59286655
2022,1,REDES COMUNICACIONES & SERVICIOS NC SAS,50545000
2022,1,MEGASTORE GROUP TELECOMUNICACIONES SAS,29206002
2022,1,SERVICIOS Y SOLUCIONES EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S,93563800
2022,1,ASISTENCIA COMUNICACIONES S.A.S,387761840
2022,1,TV ZONA BANANERA S.A.S,43688103
2022,1,VALLETVNET COMUNICACIONES S.A.S.,5783697
2022,1,TELECOMUNICACIONES FACILRED S.A.S.,241764000
2022,1,TUFIBRA GRUPO EMPRESARIAL S.A.S.,19064000
2022,1,REDNET GROUP S.A.S,313159166
2022,1,ULTRAFAST SAS,94934733
2023,2,TELECOM PLUS SAS,128050042
2022,1,CARIBETECH S.A.S.,210253491
2022,1,TOTAL BAND COMUNICACIONES S.A.S,84703679
2022,1,SERKOI SERVICIOS DE CONECTIVIDAD INALAMBRICA SAS,234000000
2021,2,NETWORK DAT@LINK S.A.S.,192344000
2022,1,IMALLI COMUNICACIONES SAS,31974000
2022,1,INTERDAYK - TV. S.A.S.,45780000
2022,1,ZULDEMAYDA COMUNICACIONES,31400502
2022,1,CON�CTATE TELECOMUNICACIONES S.A.S,35180000
2022,1,GLOBAL PLAY SAS,238274428
2022,1,COMUNICACIONES JERV SAS,310000
2021,4,COGENT COLOMBIA S.A.S,340329507
2022,1,INALREDES SAS,244380000
2022,1,CABLENET DEL SUR TELECOMUNICACIONES SAS,94314000
2020,4,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,27847346
2022,1,SILCOM TELECOMUNICACIONES S.A.S.,442079966
2022,1,DISTRIBUIDORA COMERCIALIZADORA Y LOGISTICA DCL S.A.S,12773000
2021,1,VIVO TELECOMUNICACIONES S.A.S.,19332038
2022,1,CABLEMAS PUERTO RICO S.A.S.,4400000
2022,1,SUMERTEL COMUNICACIONES S.A.S.,31625264
2022,1,RED-INALSOLUCIONES SAS,94323800
2022,1,INTELCOM CALI SAS,105907681
2022,1,CNC DEL MAR S.A.S E.S.P,146953621
2022,1,GLOB@L SYSTEM WI FI,54565000
2022,1,FIBRANETPLUS S.A.S.,116043975
2022,1,SERVICIOS Y SOLUCIONES DE COLOMBIA NET S.A.S,45171007
2022,1,CALLTOPBX S.A.S.,208788269
2021,1,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,32411455
2022,1,SOL CABLE VISION S. A. S. - E. S. P.,957129388
2022,1,DIRECTV COLOMBIA LTDA,31069395133
2022,1,MERCANET SAS,142582000
2021,1,DATA-TELC COMUNICACIONES SAS,26542347
2022,1,VELONET S.A.S,2430381000
2022,1,MUNDOTIK S.A.S.,5011100
2022,1,JEFFERSON AFE S.A.S,148067352
2022,1,SERTELCON S.A.S.,13762873
2022,1,REINA CONEXION S.A.S.,39166000
2022,1,RED DE INGENIER�A SAS - INRED,186810829
2022,1,TUCABLE S.A.S.,831786545
2022,1,CLICKHD,1090828681
2022,1,NET ISP SAS,71744565
2022,1,A&S SOLUCIONES S.A.S,37596917
2022,1,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",186021000
2022,1,NETWORKS INTERCONNECTED BY EXPERTS COMUNICACIONES S.A.S,178090221
2021,4,NETWORK DAT@LINK S.A.S.,199927600
2022,1,INTERNETRURAL DEL VALLE S.A.S,22694918
2022,1,ORIENTE TELECOMUNICACIONES DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,39854492
2022,1,EASY NETWORKS S.A.S,12316117
2022,1,ELITE ON LINE SAS,43138140
2022,1,HOLA WE DIGITAL S.A.S,175707954
2022,1,UFINET COLOMBIA S.A,12383804990
2022,1,"SISTEMAS, TELECOMUNICACIONES & SEGURIDAD S.A.S",6902521
2022,1,YACOM SAS,154692541
2022,1,COTV@S TELECOMUNICACIONES S.A.S,11099454
2022,1,PROVINET TELECOMUNICACIONES SAS,84023393
2022,1,FUTURE SOLUTIONS DEVELOPMENT S.A.S.,1145170044
2022,1,EL MUNDO EN SUS MANOS INTERNET SAS,15728858
2022,1,ULTRANET CONEXIONES INAL�MBRICAS S.A.S.,9369408
2022,1,NARENET S.A.S ZOMAC,43043066
2022,1,REDECONES DE OCCIDENTE S.A.S.,7906000
2022,1,WEBNEXG S.A.S,102591667
2022,1,CPM SOLUCIONES INTEGRALES S. A. S.,20600262
2022,1,ENIGMA IMCT SAS,114293168
2022,1,ATTI ADMINISTRATION OF TELECOMMUNICATIONS AND INFORMATION TECHNOLOGY S.A.S,23057625
2022,1,CUNDINET WIRELESS S.A.S.,19895149
2021,3,RM TELECOMUNICACIONES MOMPOS S.A.S,28281370
2022,1,FIBERNET TV S.A.S,686175998
2022,1,ISPA TELECOMUNICACIONES S.A.S,98097000
2022,1,MULTISERVICIOS DIAMANTE S.A.S,18620000
2022,1,NET2COM SAS,85442000
2022,1,INTER REDES DEL MAGDALENA SAS,101308000
2022,1,TPE COMUNICACIONES COLOMBIA SAS,0
2022,1,COMPUNETWORK RENTING S.A.S,31682859
2022,1,REDES DIGITALES SAN CARLOS SAS,89932779
2022,1,METRONET COLOMBIA SAS,55109227
2022,1,UNICOM S.A.S.,30472024
2022,1,IFX NETWORKS COLOMBIA S.A.S.,17067311777
2022,1,NETTWINS S.A.S.,14932618
2022,1,CORPORACI�N TELE CARIBE,15661000
2022,1,PRODUCTOS INFORMATICOS DE COLOMBIA - PIDECOL S.A.S.,64181000
2022,1,RIONET.CO S.A.S,5544535
2022,1,INTERNET FLASHNET S.A.S.,4200000
2022,1,MTV SOLUTTIE SAS,44413015
2022,1,CONECTAMOS SOLUCIONES S.A.S,410881592
2020,4,TELNET WIRELESS SAS,505736808
2020,3,COGENT COLOMBIA S.A.S,102375791
2022,1,MCA TELECOMUNICACIONES SAS,68100000
2022,1,HS NETWORKS SAS,759359723
2022,1,SERVYCOM COLOMBIA SAS,375798020
2022,1,CABLE NAR S.A.S.,1300000
2022,1,COMSISTELCO S.A.S.,198003711
2022,2,ASISTENCIA COMUNICACIONES S.A.S,500011733
2022,2,CLICK-CONECTIVIDAD SIN FRONTERAS S.A.S,144743000
2021,2,UNICOM S.A.S.,24296146
2022,2,CABLE NET S.A.S.,843076367
2022,2,EUTA ZOMAC S.A.S,11096350
2022,2,DIUFF.NET TELECOMUNICACIONES SAS,114601163
2022,2,FIBERNEXT S.A.S,17760000
2022,2,10COM SAS,15020000
2022,2,QUALITY NET COMUNICACIONES S.A.S.,67752500
2022,2,VITEL COMUNICACIONES NET SAS,151492457
2022,2,RED PLANET TELECOMUNICACIONES SAS,398924403
2022,2,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,649249000
2022,2,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,149601184
2022,2,EASY NETWORKS S.A.S,22356700
2022,2,TIERRANET S.A.S.,502396442
2022,2,FUNDACION VISION 20/20 COLOMBIA,29791500
2022,2,CORPORACION ANTENA PARABOLICA BARRIO EL SALVADOR,9840000
2022,2,CABLE HOGAR.NET S.A.S.,67644100
2022,2,WISP TELECOMUNICACIONES SAS,409863931
2022,2,COOPERATIVA DE SERVICIOS PUBLICOS SONSON LTDA SERVICOOPS E.S.P.,325347550
2022,2,K & L COMUNICACIONES HATO S.A.S,95231000
2022,2,INTERYA S.A.S,212915379
2022,2,GARAING S.A.S.,16503973
2022,2,REDES INTERACTIVAS GROUP SAS,266523450
2022,2,ROYALNET TELECOMUNICACIONES SAS,292581393
2022,2,@DIGITAL GROUP SAS,970769261
2022,2,OPP TELECOMUNICACIONES S.A.S,1056804
2022,2,COMUNICACIONES REDES Y ENLACES SAS,625067323
2022,2,GENESIS DATA LTDA,105455883
2021,1,WILGOM TELECOMUNICACIONES SAS,63742671
2022,2,VELONET S.A.S,2534669869
2022,2,INFINITELCOM SOLUCIONES S.A.S,83191300
2022,2,COMPUNETWORK RENTING S.A.S,79878611
2022,2,WIMCO INTERNET COLOMBIA SAS,60863102
2022,2,TAR & TEC S.A.S.,19064160
2022,2,IDB FIBRA S.A.S,56216000
2022,2,FENIX SOLUTION WIRELESS S.A.S.,2868661
2022,2,RASER TELECOMUNICACIONES S.A.S.,39294000
2022,2,TV SANV SAS,2997930128
2022,2,NARENET S.A.S ZOMAC,48383546
2022,2,AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS,865033153
2022,2,ALK NET LTDA,471984428
2022,2,COMUNICACIONES S & H FIBER LINK S.A.S.,55932283
2022,4,RED DE INGENIER�A SAS - INRED,585168000
2023,2,GPM ELECTROCOM S.A.S.,33054900
2022,2,SMARTTOWN SAS,46215146
2022,1,TSG THE IT EXPERTS SAS,1677342611
2022,2,CABLE Y TV  YOPAL S.A.S. INTERNET INALAMBRICO,983058155
2022,2,CABLE NET CUCUTA SAS,218242406
2022,2,EASYNET GROUP S.A.S,71568566
2022,2,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,108250000
2022,2,COMPA�IA LATINOAMERICANA DE SOFTWARE SAS - LASC SAS,418377088
2022,2,ASIS OBRAS Y SERVICIOS S.A.S,10000908
2021,2,WILGOM TELECOMUNICACIONES SAS,68333281
2022,2,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,100460000
2022,2,POWERLINK SERVICES SAS,83215586
2022,2,INTER CONEXIONES R Y L S.A.S,3600000
2022,2,BITCOM ISP S.A.S,8180683
2022,2,TOTAL PLAY TELECOMUNICACIONES SUCURSAL COLOMBIA,0
2022,2,ULTRAFAST SAS,122733945
2023,2,STARNET.NET S.A.S.,595068241
2022,2,CORPORACION CIVICA PROGRESAR,109414943
2022,2,FIVE BROTHERS S.A.S,5700000
2022,2,CONVERGENCIA DIGITAL S.A.S.,26120000
2022,2,ASOCIACION ANTENA PARABOLICA AMAGA,135736157
2022,2,CORPORACION ANTENA PARABOLICA QUINCHIA,23541750
2022,2,CONNECTION TELECOMUNICACIONES ISP S.A.S,93791786
2022,2,TIENDAS TECNOL�GICAS MEGARED S.A.S ZOMAC,29647402
2023,2,WIRELESS COLOMBIA S.A.S.,682395000
2022,2,MUNDO + S.A.S,5131550
2022,2,MAX TV SAS,114655895
2022,2,WIDE GROUP S.A.S,4700000
2022,2,SMART.NET TELECOMUNICACIONES SAS,13427742
2022,4,SERVISYSTEN SAS,436047103
2022,2,TURBO REDES TELECOMUNICACIONES S.A.S.,107638381
2020,3,COLOMBIA NET DE OCCIDENTE S.A.S.,23655032
2022,2,SPACE COMUNICACIONES S.A.S.,472965540
2022,2,ACERDI SOLUCIONES INTELIGENTE S.A.S,121817209
2022,2,ASOCIACION COMUNITARIA PARABOLICA GRANADA,181723652
2022,2,JASZ COMUNICACIONES TECNOLOGICAS E INTERACTIVAS E U,55704548
2022,2,IP COMUNICACIONES Y TECNOLOGIA S.A.S,16330000
2022,2,INZANET SAS,361335852
2022,2,PRODUCTOS INFORMATICOS DE COLOMBIA - PIDECOL S.A.S.,64182200
2022,2,SINURED SOLUCIONES S.A.S.,102054259
2022,2,NETSLINK S.A.S,26012100
2020,4,INFINITY NETWORKS SAS,155430373
2022,2,TV INTERR COMUNICACIONES S.A.S.,26724000
2021,4,CORPORACION ANTENA PARABOLICA BARRIO EL SALVADOR,3880000
2022,2,CYDETEL TELECOMUNICACIONES SAS,77289897
2022,2,MEG@NET TVCOMUNICACIONES S.A.S,129360000
2022,2,BOR - CONEXIONES S A S,144465200
2022,2,CORES COMUNICACIONES SAS,28185000
2022,2,ZAFIRO TELECOMUNICACIONES SAS,10266622
2022,2,AYSATEC TELECOMUNICACIONES S.A.S.,688622745
2022,2,TELENET DE COLOMBIA COMUNICACIONES SAS,7717100
2022,2,COTV@S TELECOMUNICACIONES S.A.S,11099454
2022,2,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,44467878
2022,2,SERVICIOS DE COMUNICACIONES INTEGRALES S.A.S,7203000
2022,2,INTERPROJECT COMUNICACIONES S.A.S.,14029068
2022,2,TV SUR LTDA,30516945
2022,2,ORIENTE TELECOMUNICACIONES DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,70924874
2022,2,HM TELECOMUNICACIONES DEL CAUCA SAS,182134244
2022,2,SOLUCIONES TECNOLOGICAS NUEVO MUNDO S.A.S,61834000
2022,2,MAXCOMUNICACIONES S.A.S,28661000
2022,2,FIBERBYTE TELECOMUNICACIONES S.A.S,436000
2022,2,KIRA ISP S.A.S.,137571759
2022,2,MEGACABLE TELECOMUNICACIONES S.A.S,100210526
2022,2,ENTER TELECOMUNICACIONES BANDA ANCHA SAS,271466551
2022,2,INGETTEL LTDA,626776513
2022,2,FIBRANET SAS,111039000
2022,2,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,903357975
2022,2,TSG THE IT EXPERTS SAS,824648237
2022,2,NEIA SAS,66837284
2022,1,CABLETRONICS SAS,4906428
2022,2,COMSSET COMUNICACIONES SAS,498276671
2022,2,SISTEMAS COMPUTARIZADOS DEL HUILA S.A.S.,118862411
2022,2,SYSNETWORK NETSA SAS,57500005
2022,2,CORPORACI�N TELE CARIBE,11920000
2022,2,KABLE NET J & J S.A.S.,29235000
2022,2,WISP SUCRE S.A.S.,87827000
2022,2,TORNET COMUNICACIONES S.A.S,169959796
2022,2,ASOCIACION COMUNITARIA ANTENA PARABOLICA SAN RAFAEL,73688591
2022,2,ARATELECOMUNICACIONES S.A.S,25841000
2022,4,FIBERNET TV S.A.S,598361547
2022,2,MEDIA COMMERCE PARTNERS S.A.,14788966756
2022,2,RED DE INGENIER�A SAS - INRED,282744320
2022,2,OCCITEL TELECOMUNICACIONES SAS,51665576
2022,2,AUFI S.A.S,2369158
2022,2,E-GPON TELECOMUNICACIONES S.A.S.,26211000
2022,2,TV AZTECA SUCURSAL COLOMBIA,383233825
2022,2,AMO COMUNICACIONES S.A.S.,41787736
2022,2,INSITEL S.A.S.,2456636400
2022,2,TEXEL GROUP S.A.S.,13374076
2022,2,SERVICTEK S.A.S,9590000
2022,2,SOLUCIONES & COMUNICACIONES TICS SAS,246277170
2022,2,TOTAL CONEXION 10D S.A.S,28740000
2022,2,COMUNICACIONES JERV SAS,3150000
2022,2,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,799527223
2022,2,INFINITICS S.A.S.,555000
2022,2,RURALINK S.A.S,2910476593
2022,2,O4IT COLOMBIA LTDA,66343063
2022,2,CUNDINET WIRELESS S.A.S.,23352607
2022,2,REALTIC SOLUTION S.A.S.,53330000
2022,1,EJECOM TECNOLOGIA Y REDES DEL EJE CAFETERO S.A.S.,6052189
2022,2,REDESMAS.NET S.A.S,101278000
2022,2,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,142221815
2022,2,CISNEROS TELECOMUNICACIONES S.A.S,33072369
2022,2,FUTURE SOLUTIONS DEVELOPMENT S.A.S.,1277861437
2022,2,CELSIA COLOMBIA S.A. E.S.P.,3302181909
2022,2,FIBER NET COMUNICACI�N SUPERIOR S.A.S,36960000
2022,2,M&M INVERSIONES MORENO S.A.S,416910516
2022,2,OK COMUNICACIONES SERVICIOS DE INGENIERIA Y REDES SAS,5895000
2022,2,MUNDO CAM S.A.S.,30949000
2022,2,MEDIAWIRE TELECOMUNICACIONES S.A.S,190934048
2022,2,HISPASAT S.A. SUCURSAL COLOMBIA,309777344
2022,2,PCNET.COM S.A.S,194875427
2022,2,MILLENNIALS NETWORK S.A.S.,29160000
2022,2,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,20253385132
2022,2,718 TRADING CO SAS,36661125
2022,2,NEXT CONNECTION S.A.S,16009161
2022,2,SPACE INFINITE TESLA SAS,8565000
2022,2,ENSOTEL S.A.S,55256330
2022,2,CALDAS DATA COMPANY LTDA CADCOM,1162870401
2022,2,COMUNICACIONES ESTELARES DE COLOMBIA  S.A.S.,96800000
2022,2,LINK TELECOMUNICACIONES S.A.S,400000
2020,4,ACERDI SOLUCIONES INTELIGENTE S.A.S,234282762
2022,2,ELEMEING S.A.S,93180631
2022,2,MEGARED COMUNICACIONES S.A.S.,151944478
2022,4,RED PLANET TELECOMUNICACIONES SAS,483829518
2022,2,EMPRESA DE TELECOMUNICACIONES DE PALMIRA ETP S.A.S.,120039482
2022,2,SEPCOM COMUNICACIONES SAS,221553000
2022,2,DIL@NTEL S.A.S.,12337000
2022,2,INVERSIONES BEDOYA RAMIREZ S.A.S.,13524739
2022,2,WILGOM TELECOMUNICACIONES SAS,98062187
2022,2,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,12025333
2021,4,FACIL COMUNICACIONES SAS,81998000
2020,4,INTER FIBRA SAS E.S.P.,67890689
2022,2,INTERDAYK - TV. S.A.S.,40990000
2022,2,SMART INVERSIONES & CONSTRUCCIONES INTELIGENTES,115359900
2022,2,SUPER WOW COLOMBIA S.A.S.,476824592
2022,2,VILLAWEB TELECOMUNICACIONES SAS,29402138
2022,2,COLTEG COMUNICACIONES S.A.S,13280000
2022,2,GRUPO UNO TELECOMUNICACIONES SAS,500181000
2022,2,SERVICIOS Y SOLUCIONES EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S,100040044
